,name,rate,reviews_num,type,price_level,review,lat,lng,subtype,hotness
2338,Don Piero,2,7,Italian,$$ - $$$,“Brand new resturant”,-37.5307772,144.8796473,Italian,21
2562,Earl Canteen - St Kilda Road,4.7,2,,,“Good place for healthy food”,-37.835871,144.9759421,,11.4
2563,580 Bench,4.7,2,,,“Turned away ?!!”,-37.8489084,144.9793492,,11.4
2341,Dari Korean Cafe and Bar,4.6,3,"Asian, Korean",$$ - $$$,“Amazing fusion food”,-37.814004,144.961264,Korean,16.8
2564,Gogi Gogi Korean Charcoal BBQ,3.1,3,,,“BBQ Heaven”,-37.788479,144.930557,,12.3
2566,Asian Delight,3.1,3,,,“Basic good value Asian classics”,-37.8181644,144.9479659,,12.3
2569,Cafe Safi,4.6,2,,,“Office lunch”,-37.8431989,144.9775399,,11.2
2345,Ladle & Tong,4.6,3,Fast Food,,“Delicious soup”,20.3063505,86.6353704,Fast Food,16.8
2572,Parco,4.6,2,,,"“Great location, food and coffee with...”",-37.8105577,144.9545199,,11.2
2574,Fugazza,4.6,2,,,“Good reliable quick lunch”,-37.815759,144.963119,,11.2
2575,Cafe on Collins,4.6,2,,,“Inside as well as out”,-37.8171734,144.961437,,11.2
2349,Hokuto Japanese Cafe,4.6,3,Japanese,,“Absolutely delicious”,-37.8093874,144.9634558,Japanese,16.8
2576,Berbeo Bros,4.6,2,"South American, Colombian",,“slow service”,-37.83371,144.949689,American,11.2
2578,The beanstalk cafe,4.6,2,,,“Go to place for salads”,-37.8796572,145.0693321,,11.2
2352,Cafe Vista,4.6,3,Cafe,,“nothing special”,-37.7122077,144.7261199,Caf�,16.8
2579,The Little Food Hut,4.6,2,,,“Burgars”,-37.907212,145.152427,,11.2
2581,Gai Wong,4.6,2,"Asian, Malaysian",$,“Good quality and prices”,-37.8009033,144.9562225,Malaysian,11.2
2582,Brazen Dessert Bar,4.6,2,American,,“Pleasent”,-37.7766686,145.0186907,American,11.2
2583,Red Tux Cafe,4.6,2,,,“We stopped in for breakfast”,-37.842172,144.9771766,,11.2
2357,Gigi's Wine & Tapas Bar,4.5,3,"Italian, Contemporary",$$ - $$$,“Great little atmospheric chic restaurant...”,13.7283118,100.5735005,Italian,16.5
2358,Mong's Kitchen,4.5,3,"Asian, Korean",,“Very nice place and food!”,-37.8312228,144.9574555,Korean,16.5
2584,Queen Margherita Pizza,4.6,2,,,“Local surprise”,-37.8462652,144.988305,,11.2
2586,Old Laneway Cafe & Bar,4.6,2,,,"“Lovely Coffee, lovely people, great...”",-41.1810481,146.3597327,,11.2
2595,Ganbare Kaz,4.5,2,,,“waiting for my train”,-37.852778,144.993008,,11
2596,Simply Indian Docklands,4.5,2,,,“We weren’t sure what to expect”,-37.818593,144.947289,,11
2597,Bullrun on Bourke,4.5,2,,,"“Friendly staff, delicious food, relaxing...”",-37.8150334,144.9591831,,11
2598,SPQR Pizzeria,4.5,2,,,“Expensive but good quality”,-37.8110933,144.9713777,,11
2599,The Pizza Doctor,4.5,2,,,“Delicious take-away pizza”,-37.774569,144.948826,,11
2366,Saha Thai Cafe,4.5,3,"Cafe, Asian",,“Very delicious”,-37.7948831,144.9324631,Caf�,16.5
2367,Cellar Door,4.5,3,Cafe,,“Buono”,-37.8242781,144.9498489,Caf�,16.5
2601,Heresy,4.5,2,,,“Great laneway find”,-37.815686,144.963169,,11
2369,Lieux,4.5,3,Cafe,,“Always good food and warm welcome”,-37.8317387,144.992936,Caf�,16.5
2370,Tahini 2 Lebanese Diner,4.5,3,"Lebanese, Mediterranean",,“Good option in Collins Square”,-37.814711,144.9567462,Mediterranean,16.5
2371,Top Pies,4.5,3,Cafe,,“Old school chicken salad roll”,-37.833338,144.9609635,Caf�,16.5
2372,Confucius Says..,4.5,3,"Chinese, Seafood",,“Much ado about Confucius”,-37.8115454,144.9615923,Chinese,16.5
2602,freddo,4.5,2,,,“New spot at lygon st”,-37.8042985,144.9665411,,11
2605,Manchuria,4.5,2,,,“Nice lounge bar”,-37.8116806,144.9669917,,11
2375,North Port Hotel,4.5,3,Pub,,“Top Class Pub Food & Service”,-37.8325357,144.9433894,Pub,16.5
2606,Malay Mooma,4.5,2,"Asian, Malaysian",,“Good laksa but.......”,-37.8241271,144.9639622,Malaysian,11
2377,Bangkok Boulevard,4.5,3,Thai,,“A must try”,-37.811493,144.969262,Thai,16.5
2607,Rio's Brazilian Churrascaria,4.5,2,"Brazilian, South American",,“A good night out”,-37.8210396,144.9984572,American,11
2608,Papa Giuseppe Pizza,4.5,2,,,“Moral dilemma”,-37.7988083,144.9463636,,11
2610,Koi Koi,4.5,2,,,“Really beautiful take on Asian Fusion”,-37.8164326,144.9622636,,11
2611,Red Rocks Flame Grill,4.5,2,,,“Old owners flown the coop”,-37.8215492,145.0255531,,11
2613,Hero Gourmet Subs,4.5,2,,,“Hideous”,-37.8132427,144.9557721,,11
2614,F.A.T,4.5,2,,,“They only have chicken And the chicken is...”,-37.7680594,144.9725012,,11
2615,All Day Burger,4.5,2,,,“Cheap Eats”,-37.8174508,144.9577131,,11
2385,Cafe 747,4.4,3,Cafe,,“Good quality a bit expensive”,-37.7112415,144.8592448,Caf�,16.2
2616,Generations Bar and Grill,3,3,,,“Excellent venue”,-37.8418091,144.9316203,,12
2387,Small Town Pie Co,4.4,3,"French, Australian",,"“A pie for me? No thanks, hold the MSG!”",-37.8320135,144.956181,Australian,16.2
2388,Tam Tam,4.4,3,"Asian, Thai",$,“A goog budget resturent”,-37.776983,144.8404,Thai,16.2
2618,Bond Street Kitchen,4.4,2,,,“Continuing to Improve”,-37.8183084,144.9625929,,10.8
2622,Bluebag Fresh - Bourke Street,4.4,2,,,“Best soup!”,-37.8151065,144.9593982,,10.8
2623,Hawat Pastry,4.4,2,,,“Delicious sweets & excellent customer...”,-37.7589656,144.9632224,,10.8
2625,Southland Kebab House,4.4,2,,,“Best Kebab”,-37.9569735,145.0508027,,10.8
2393,Sharamas Indian Sweet & Curry House,3.3,4,Indian,,“Takeaway food”,32.5616691,74.8633645,Indian,17.2
2629,Books and Bites Cafe,4.4,2,American,,“Great burgers”,-37.801693,144.958301,American,10.8
2631,Mr,4.4,2,"Asian, Malaysian",,“Lovely restaurant”,-37.8389362,144.9750694,Malaysian,10.8
2632,Queen's Kitchen,4.4,2,,,“Closed down”,-37.8072721,144.9582188,,10.8
2634,Mirchi Madras Streat,4.4,2,,,“Never go here!..... congealed crap!”,-37.819811,144.948176,,10.8
2398,Ikkoryu Fukuoka Ramen,4.3,3,Japanese,$,“Love this little ramen shop!”,-37.8159256,144.9693692,Japanese,15.9
2636,Third Wave Cafe,4.3,2,,,“Great BBQ”,-37.8471695,144.9490739,,10.6
2637,Fritz Gelato,4.3,2,,,“Fantastic selection”,-37.8328762,144.9560603,,10.6
2401,Burger Lords,4.3,3,Fast Food,,“Blonde staff member Rude”,-37.8373453,144.9430321,Fast Food,15.9
2402,Where's Marcel?,4.3,3,Cafe,,“Good chai latte”,-37.8106882,144.9667434,Caf�,15.9
2638,Yugo,4.3,2,"Contemporary, Fusion",,“WOW”,-37.8224711,144.9551324,,10.6
2404,Babu BarBurger,4.3,3,Fast Food,,“Slightly prices for what you get”,-37.8054456,144.9541012,Fast Food,15.9
2405,Mrs Zan’s Kitchen,4.3,3,Chinese,,“Great little place in a walkway”,-37.812499,144.966831,Chinese,15.9
2406,Sargon - Food & Coffee Co.,4.3,3,Cafe,,“Right on the spot”,25.1928689,55.279545,Caf�,15.9
2407,Cafenatics,4.3,3,Cafe,,“Coffee with soul and funk”,-37.8146606,144.9584845,Caf�,15.9
2642,Fairfield Pizza,4.3,2,,,“Love the service”,-37.7715194,145.0191421,,10.6
2643,Bento King,4.3,2,,,“A taste of Taiwan in Melbourne!”,-37.8115033,144.9608489,,10.6
2410,Hana Sushi Cafe,3.2,4,"Japanese, Sushi",,“Lovely and fresh”,-37.8527383,144.9807496,Japanese,16.8
2411,Thai Ormond Restaurant,4.2,3,Thai,,“Beautiful Food”,-37.9035554,145.0386433,Thai,15.6
2644,Cafe @ 150,4.3,2,,,“Good spot”,-37.9110721,145.0374885,,10.6
2413,Capricho,4.2,3,"Latin, European",,“Good food freshness yum”,-37.8372506,144.9432462,Europe,15.6
2414,Pizza Forno,4.2,3,"Italian, Pizza",$$ - $$$,“Great value”,-37.8287512,144.9639117,Italian,15.6
2415,Mr Brownie Rooftop Hotel,4.2,3,Indian,$$ - $$$,“Nice time”,-37.834993,144.961766,Indian,15.6
2650,Burgled,4.3,2,,,“great selection of inventive burgers”,-37.9095945,145.1035991,,10.6
2651,Cafenatics,4.3,2,,,“Good cafe”,-37.8146606,144.9584845,,10.6
2652,Katsu House,4.3,2,,,“Quick and cheap”,-37.8182829,144.9477211,,10.6
2653,Aru Restaurant,4.3,2,"Asian, Australian",,“A Curate's egg....great in parts.”,-37.8144236,144.9656851,Australian,10.6
2420,Chilli India,4.2,3,Indian,,“Pleasantly cozy”,-37.8110186,144.9622916,Indian,15.6
2421,The Steakhouse Armdale,4.2,3,"Steakhouse, Seafood",$$ - $$$,“Beautiful food but a little pricey”,-37.8564012,145.0287069,Seafood,15.6
2655,Cafe Innov 8,4.3,2,,,“Bargain priced”,-37.794972,144.941517,,10.6
2423,Green Tea Vietnamese & Chinese Cuisine,4.2,3,"Chinese, Vietnamese",,“delicsh”,22.3296916,114.1902954,Chinese,15.6
2656,Classe 90 Pizzeria,4.3,2,,,“Delicious wood-fired pizza with yummy...”,-37.7329403,144.8660609,,10.6
2657,Maitai,4.3,2,Fusion,,"“Has possibilities, just didn't work for me”",-37.8109382,144.9674876,,10.6
2661,Spanish Donut Van,4.2,2,Spanish,,“Authentic Spanish Churros in Melbourne”,-37.8075624,144.9567905,,10.4
2427,Sushi Deli,4.2,3,"Japanese, Sushi",$,“Not very fresh food but good service and...”,-37.8322786,144.9572364,Japanese,15.6
2428,Masters of Burgerology,4.2,3,"American, Cafe",$$ - $$$,“Credit card surcharge without warning”,-37.7975945,144.9647277,American,15.6
2662,5 Districts,4.2,2,,,“Great food”,-37.7191857,144.8507773,,10.4
2430,Sunrise Deli Cafe,4.2,3,Cafe,,“Terrible”,-37.7983225,144.8396736,Caf�,15.6
2431,Chilli Masala,4.2,3,Indian,,“Very disappointing”,-37.8110186,144.9622916,Indian,15.6
2432,Studio Coffee,3.1,4,Cafe,$,“Awesome coffee and service...”,-37.8252735,144.9491257,Caf�,16.4
2664,Homejuice,4.2,2,,,"“Fast, fresh and convenient vegan food!”",-37.8179592,144.9490524,,10.4
2672,Curly Joe's - North Fitzroy,4.2,2,,,“The Friendliest Service you gonna get on...”,-37.7759714,144.9790098,,10.4
2674,Braeside Cafe,4.2,2,,,“Beautiful”,-38.003556,145.141307,,10.4
2436,Dragon Hot Pot,4.1,3,"Chinese, Asian",,“Was so good”,-37.8115274,144.9673517,Chinese,15.3
2678,Panton Hill General Store,4.2,2,,,“Great Communty Store”,-37.6420486,145.239765,,10.4
2680,Kikoo Sushi,4.2,2,,,“Great Little Cafe”,-37.8163645,144.9667346,,10.4
2439,Hui Lau Shan,4.1,3,"Cafe, Fast Food",,“Hui Lau Shan - @whatepieats”,-37.8090439,144.960481,Fast Food,15.3
2682,Melrose Take Away,4.2,2,,,“Competition”,-37.794845,144.9415557,,10.4
2683,BetweenUs Coffee Food Wine,4.2,2,,,“Annoying Sugar”,-37.82446,145.082092,,10.4
2442,Sushi Land,4.1,3,"Japanese, Sushi",,“Meeting in the city and debriefed over...”,-37.8151246,144.9713709,Japanese,15.3
2686,Benton Bento,4.1,2,,,“Delicious!”,-37.777342,144.911374,,10.2
2444,Bibimbap,4.1,3,"Fast Food, Asian",$$ - $$$,“Very Pleasant Lunch and Good Value”,-37.811881,144.9646777,Fast Food,15.3
2689,Xing Fu Tang,4.1,2,,,“Delicious bubble tea”,-37.8121495,144.9620613,,10.2
2446,Ninja Teppanyaki,4.1,3,Japanese,,“Terrible Service”,-37.8154506,144.9531575,Japanese,15.3
2447,Kabul Kebab & Curry House,4.1,3,Indian,,“Nice food to takeawy and eat in”,51.5765847,-0.2389082,Indian,15.3
2448,Mercandante,4.1,3,"Italian, Pizza",$,“An ok place”,-37.8040987,144.966046,Italian,15.3
2690,Padideh Kebab,4.1,2,,,“Excellent kebabs!”,-37.725162,145.0280092,,10.2
2450,Mad Mex,4.1,3,Mexican,,“Woeful experience”,-37.8173803,144.9643033,Mexican,15.3
2451,Laneway Greens Richmond,4.1,3,"Healthy, Australian",$$ - $$$,“Won't return”,-37.8250886,144.9938596,Australian,15.3
2693,Sticky Moss Cafe,4.1,2,,,“Pleasant Styling”,-37.763873,144.962891,,10.2
2694,Soul Kitchen Cafe,4.1,2,,,"“Amazing food, awesome place”",-37.8102867,144.9629782,,10.2
2695,Movo Kitchen Melbourne,4.1,2,Australian,,“Great place for coffee and cake”,-37.841055,144.976494,Australian,10.2
2455,The Meating House,4.1,3,"American, Cafe",$,“morning coffee”,-37.8125875,144.970619,American,15.3
2697,Bowen's Deli,4.1,2,,,“Nice coffee and great fresh Sandwiches”,-37.8348504,144.9728328,,10.2
2457,Pieno Di Grazia,4,3,Italian,,“Staple coffee and lunch stop - best...”,-37.8327604,144.9559004,Italian,15
2698,JX Private Cuisine,4.1,2,,,“JAPANESE LUNCH”,-37.8409336,145.1340378,,10.2
2459,Chili India Docklands,4,3,Indian,,“Great authentic food at a reasonable cost.”,-37.8190053,144.9482287,Indian,15
2460,Hot Star Large Fried Chicken,4,3,"Fast Food, Asian",$,“Late night snack. Love their”,-37.812482,144.964877,Fast Food,15
2700,Brown Cow Hampton,4.1,2,Australian,$$ - $$$,"“Nice place, just a mixed bag on the food”",-37.9394444,145.0025,Australian,10.2
2701,Loy's Puff,4.1,2,"Asian, Singaporean",,“AMAZING BLACK PEPPER CURRY PUFF”,-37.8311111,144.9536111,Malaysian,10.2
2703,the sensible sandwich cafe,4.1,2,,,“Still Sensible at 6am”,-37.805009,144.95054,,10.2
2464,Rossi's Pizza Pasta,4,3,Italian,,“Great pizza!”,-37.795532,144.971124,Italian,15
2465,Mama Mee,4,3,"Chinese, Asian",$,“A bit underwelming”,-37.875128,144.682242,Chinese,15
2466,GO Noodle House,4,3,"Chinese, Asian",,“Lunch with Hubby”,-37.8112739,144.9699203,Chinese,15
2467,Gloria Jean's QV,4,3,Cafe,,“Take Away Coffee”,-37.8105542,144.9645376,Caf�,15
2468,Cafe Greco greek Restaurant,4,3,Greek,,“Greek Food that is not cheap and service...”,-37.699175,144.775106,Europe,15
2704,Oporto - Melbourne Central,4.1,2,,,"“Friendly service, average burger”",-37.8105729,144.9626134,,10.2
2470,Beacon Cove Restaurant,3.9,3,Italian,,“Beacon Cove Restaurant - Simply...”,-37.8406412,144.9324915,Italian,14.7
2708,The Fish Dept,4.1,2,,,“Friendly staff but not great food”,-37.8326067,144.9550465,,10.2
2710,Reis's Place,4.1,2,,,“Below average”,-37.6628276,144.9232089,,10.2
2473,Nando's Flame Grilled Chicken,3.9,3,"European, Portuguese",,"“Not quite the ""best"" grilled chicken I...”",-37.8326631,144.9601403,Europe,14.7
2712,The Terrace Restaurant,4,2,International,,“A degustation delight while enjoying the...”,-37.8080106,144.9683254,,10
2475,Himalaya Restaurant,3.9,3,"Indian, Middle Eastern",$$ - $$$,“Delicious Dinner”,-37.8053957,144.9541292,Indian,14.7
2714,Commodity Cafe,4,2,,,“Takeaway coffee”,-37.8395371,144.9776571,,10
2477,Degani,3.8,3,Cafe,,“Great Service; Great Coffee”,-37.809466,144.971279,Caf�,14.4
2478,The Coventry Cafe,3.8,3,"Mediterranean, Fusion",$$ - $$$,"“A great venue, now closed.”",-37.8329901,144.9570265,Mediterranean,14.4
2479,La Porchetta,3.8,3,Italian,,“Huge portions of tasty food”,-37.805018,144.9501593,Italian,14.4
2715,Bayswater Fish N Chips,4,2,British,,“Tasty food”,-37.841935,145.265368,,10
2720,Red Door,4,2,,,“Delicious. Really good coffee”,-37.8556792,144.9932106,,10
2721,The Noodle House,4,2,Asian,,“Good Value and delicious food”,-37.8112739,144.9699203,Malaysian,10
2722,Queen of Hearts Cafe,4,2,,,“very good cafe nearby the beach”,-37.8243811,144.9692238,,10
2724,Tigerlily Cafe,4,2,,,“Good breakfast”,-37.8007913,144.9657387,,10
2485,Mings Dim Sum,3.8,3,Chinese,,“Loved this!”,-37.8129204,144.9671058,Chinese,14.4
2725,Great Western,4,2,,,“Old fashioned counter meals”,-37.8206276,144.9551461,,10
2729,Guzman y Gomez,4,2,,,“Vegetarian delights”,-37.8111681,144.9642484,,10
2730,Domino's Pizza,4,2,,,“value size for value priced pizza”,28.0813307,-80.6209189,,10
2732,Martisz Kitchen,4,2,"Asian, Malaysian",,“Improved Quality Sine Last Visit”,-37.9060569,145.1615605,Malaysian,10
2734,BBQ Nation,4,2,Barbecue,,“Friday night takeaway”,-37.830378,144.957067,Barbecue,10
2491,Thailicious At Clyde,3.7,3,"Asian, Thai",$,“Delicious but....”,-38.1192331,145.3198967,Thai,14.1
2492,Nando's,3.7,3,"European, Portuguese",,“Disinterested staff”,-37.817553,144.964412,Europe,14.1
2736,Schnitz,4,2,,,“Very tasty fast food”,-37.8390554,144.9958505,,10
2494,Boat Restaurant,3.6,3,"Italian, Mediterranean",,“Simply Excellent!”,22.2546119,113.8625049,Italian,13.8
2741,Bbq & Beer,4,2,"Barbecue, Asian",,"“Disappointing, avoid this restaurant”",22.3032559,114.1741359,Barbecue,10
2742,Dillies Modern Sri Lankan Cuisine,3.9,2,,,“Interesting treatments”,-37.8176557,144.9579052,,9.8
2497,Shuji Sushi,3.5,3,Japanese,,“good food”,-37.8451125,144.9793266,Japanese,13.5
2751,Marvellous Kebabs,3.9,2,Grill,,“When they opened last year they were...”,-37.8231909,145.0387654,,9.8
2752,Curry in Carlton,3.9,2,,,“Worst food ever ordered”,-37.797019,144.968159,,9.8
2500,Carlton Curry House,3.5,3,Indian,,“Totally yummy”,-37.8045366,144.9666026,Indian,13.5
2754,Top Juice,3.8,2,,,“SURPRISINGLY SCRUMPTIOUS!!!”,-37.8103595,144.963235,,9.6
2759,Degani Flagstaff,3.8,2,Australian,,“Great coffee with good price!”,-37.809466,144.971279,Australian,9.6
2761,Cafe La Colline,3.8,2,,,“Great Breakfast”,-37.8452778,144.98,,9.6
2504,McDonalds,3.4,3,Fast Food,,“convenient”,-37.8280272,144.957996,Fast Food,13.2
2505,McDonald's,3.4,3,Fast Food,,“Please get my drink right!!!”,-37.8280272,144.957996,Fast Food,13.2
2506,179 Domain Road South Yarra,5,2,"Italian, French",$$ - $$$,“Friendly intimate cafe”,-37.83426,144.982034,French,12
2762,Don Buri BBQ,3.8,2,Barbecue,,“Great Korean BBQ”,-37.8117014,144.9696716,Barbecue,9.6
2765,Muffin Brerak,2.5,3,,,“Decent coffee”,-37.6709537,144.8488304,,10.5
2767,Albert Street Deli,3.7,2,,,“Lovely Lunch”,-37.8092758,144.9746857,,9.4
2510,Phoever Noodles,5,2,Vietnamese,,"“Simple, fresh, delightful food!”",-37.8344893,144.9606028,Vietnamese,12
2769,OH! Dumplings,3.7,2,,,“Good value late night snacks”,-37.8147557,144.9568732,,9.4
2512,Sushi & Nori,5,2,Sushi,,“Great tasting sushi”,36.0529766,103.8397757,Japanese,12
2770,Chocolate Frog Cafe,3.7,2,,,“Good for Breakfast”,-37.8166486,144.9540559,,9.4
2773,Mornin' Vietnam,3.6,2,,,“Freshest Salads”,-37.7848414,144.9585787,,9.2
2776,Cafe Clicquot,3.6,2,,,“Coffe”,-37.830823,144.966867,,9.2
2784,Chicken Central Balwyn,3.5,2,,,“Best bloody burger”,-37.813032,145.084196,,9
2517,Vista Fiume,5,2,Italian,,“great friendly service”,-37.8223363,144.9560602,Italian,12
2788,Mr Bo,3.4,2,,,“Very delicious!”,-37.8122123,144.9665395,,8.8
2519,Silver Ming Chinese Restaurant,3.3,3,Chinese,,“Lunch”,-38.0252689,145.3044194,Chinese,12.9
2520,Pizza Hut Sunshine West,3.3,3,Pizza,$$ - $$$,“Not bad”,-37.7961773,144.7906711,Pizza,12.9
2792,Subway,3.4,2,Australian,,“Good fast food for the family”,-37.8166565,144.9668841,Australian,8.8
2522,Hungry Jack's,3.3,3,Fast Food,,“Filthy”,-37.6840501,144.8824174,Fast Food,12.9
2523,Life's Too Short Bar,4.9,2,"Italian, French",$$$$,“Life's too short  so why not pop in...you...”,-37.8098449,144.9852752,French,11.8
2524,Fars Food,4.9,2,"Middle Eastern, Persian",$,“Tony”,-37.8177282,144.9580435,Middle Eastern,11.8
2525,Trio Syrian Cuisine,4.9,2,Middle Eastern,,“Something different”,-37.797364,144.967253,Middle Eastern,11.8
2794,Coffee Canteen,3.4,2,,,“Good value”,-37.8169803,144.9526165,,8.8
2798,McDonald's,3.4,2,,,“Improve Your Standards”,-37.8280272,144.957996,,8.8
2528,David's Hot Pot (Point Cook),4.9,2,"Chinese, Asian",$$$$,“Room for alot of improvement”,-37.8951107,144.7541163,Chinese,11.8
2529,Hashi Melbourne,4.9,2,Japanese,,“Hashi no longer”,-37.825939,144.998888,Japanese,11.8
2530,Rick's Place,4.9,2,"Italian, Steakhouse",$$ - $$$,“A Gem in Kensington!”,-37.7945043,144.9292989,Italian,11.8
2799,R Bar,3.3,2,Australian,,“Wedding Anniversary Drinks and Dinner”,-37.8221076,144.9603986,Australian,8.6
2532,Honourable Judge,3.2,3,Cafe,,“Good Coffee”,-37.8122156,144.963932,Caf�,12.6
2533,Limeflower Thai,3.2,3,Thai,,“Good Thai Food at a Good Price”,-37.7981401,144.9465138,Thai,12.6
2534,The Tipsy Cow - Malt & Vine,4.8,2,"European, British",$$ - $$$,“Great place!”,-37.8353147,144.945079,Europe,11.6
2800,MWR Cafe,3.3,2,Australian,,“A Grand Little Cafe in St Kilda”,33.4244389,-82.13655,Australian,8.6
2536,Kep Whitley,4.8,2,Cafe,$,“OH  MY  GOD  YES”,-37.8203259,144.9427332,Caf�,11.6
2537,Godot,4.8,2,Cafe,,“Great coffee”,-37.8254729,144.9665543,Caf�,11.6
2801,Hungry Jack's,3.3,2,American,,“Good Veggie berger”,-37.6840501,144.8824174,American,8.6
2802,Monga Sweet,3.3,2,,,“Dessert”,-37.8115351,144.9672191,,8.6
2803,Asian Pavilion,3.3,2,,,“Rubbish half cooked.. Customer...”,-37.814047,144.9722102,,8.6
2804,SamSam Express,3.2,2,,,“Korean Chicken”,-37.8107168,144.9650461,,8.4
2811,"The Pie Shop, Collins Place",3,2,,,“Great pies and a good selection.”,-37.814379,144.9726913,,8
2812,New Eastern Pearl Asian Food,3,2,Asian,,“amazing laksa”,-37.8176557,144.9579052,Malaysian,8
2544,Sushi Hub Bourke Place,4.7,2,"Japanese, Sushi",$$ - $$$,“Delicious”,-37.8159366,144.9559878,Japanese,11.4
2545,Narai Classic Thai,4.7,2,"Asian, Thai",$$ - $$$,“Great Thai takeaway”,-37.775842,145.018423,Thai,11.4
2546,Chef Tan Chinese Restaurant - CBD,4.7,2,Chinese,$,“Just the right food for a night in...”,-37.8203662,144.9559713,Chinese,11.4
2815,Hudsons Coffee,2.9,2,"American, British",,“Disposable”,-37.8101904,144.9629574,American,7.8
2548,Little Avenue Des Italians Espresso Bar,4.7,2,"Italian, Australian",,“Top quality coffee bar”,-37.8140535,144.9598229,Australian,11.4
2816,Caribbean grilled fish,2.8,2,,,“Limited English”,-37.783205,145.268231,,7.6
2550,Vegie Mum Fitzroy,4.7,2,Chinese,,“Amazing vegan food”,-37.798275,144.9770568,Chinese,11.4
2551,Bean Good Coffee Co,4.7,2,"Cafe, Fast Food",,“We have bean good...”,-37.8135191,144.9604428,Fast Food,11.4
2819,Kilted Haggis,5,1,"Street Food, Scottish",,“Amazing Scottish cuisine.”,-37.830527,144.8928031,,6
2823,Bradford And Barnett,5,1,Australian,,“Great coffee & breakfast”,-37.8075531,144.9043016,Australian,6
2554,Komugi Bakery,4.7,2,Cafe,,“Oh so lovely”,-37.8123521,145.2294113,Caf�,11.4
2824,"The Longing Flavour, Swanston street, carlton",5,1,,,"“Cozy, Tasty, Bespoke, Veg-friendly”",-37.8005322,144.9640071,,6
2825,Elba's,5,1,,,“Best pasta in Melbourne”,-37.7511167,145.0015904,,6
2826,Impossible Occurences Magic Show,5,1,,,“Dinner & Show”,-37.8099821,144.9693717,,6
2558,Cafe Dionysos Taverna & Grills,4.7,2,Greek,,“Cafe Dion Melbourne”,47.4889795,19.0542304,Europe,11.4
2559,Bread Club,4.7,2,Cafe,,“Good but won't drive there for it”,-37.8027493,144.9488194,Caf�,11.4
2829,PappaRich Collins Express,1,5,"Asian, Malaysian",,“Modest Malaysian cafe in the CBD”,-37.8158438,144.9619032,Malaysian,10
2561,Cafe Bettina,4.7,2,Cafe,$,“Good food and coffee”,-37.8292669,144.9590567,Caf�,11.4
2831,Cafe Fiamma,5,1,,,“Nice coffee”,-37.816926,145.036089,,6
2834,Benchmark & Co,5,1,,,“excellent coffee”,33.9895133,71.5087107,,6
2835,Heart And Soul,5,1,Australian,,“Quick Lunch”,-37.8166616,144.9667725,Australian,6
2565,Papadam,3.1,3,Indian,,“New addition to the food court”,-37.8206284,144.9500129,Indian,12.3
2836,Demi Tasse,5,1,,,“Great breakfast & coffee”,-37.8137999,144.9561963,,6
2567,Bakemono Bakers,4.6,2,Cafe,,“Fantastic original bakery”,-37.8108901,144.963913,Caf�,11.2
2568,Mille And B,4.6,2,"French, Cafe",,“AMAZING”,-37.8058125,144.961855,French,11.2
2840,Kiss n' Fly,5,1,,,“Quick coffe and bites”,-37.8127723,144.9668579,,6
2570,Flinders Kebab,4.6,2,"Lebanese, Mediterranean",$$ - $$$,“Great food”,-37.8204983,144.9564708,Mediterranean,11.2
2571,Five and dime bagel,4.6,2,"American, Cafe",$,“So good we went twice”,-37.819964,144.95662,American,11.2
2842,Soft Belly,5,1,,,“Nice place to relax”,-37.8136013,144.9618806,,6
2573,Pizza One,4.6,2,"Italian, Bar",$$ - $$$,“Absolutely delicious pizza”,-37.8156089,144.9630715,Italian,11.2
2843,The Hidden Den Cafe,5,1,,,“Newly Opened”,-37.8386472,144.975918,,6
2844,Snack Delight,5,1,,,"“Basic food, but does have seats”",14.5372015,121.0613147,,6
2846,The Jarrah Room,1,5,,,“A disappointment”,-37.81965,144.954729,,10
2577,BBQ Box,4.6,2,"Cafe, Sushi",$,“Delightful Korean Food”,-37.8166137,144.9595918,Japanese,11.2
2847,PRINT Restaurant,5,1,,,“Not acceptable! Don't go!”,-37.8154957,144.9725775,,6
2848,Little Collins Melbourne,2.5,2,,,“Used to be my go to stop while”,-37.8152491,144.9635473,,7
2580,Take Two Bagels and Coffee,4.6,2,Cafe,$$ - $$$,“Long queues”,-37.77533,144.970899,Caf�,11.2
2849,102 UNIQ,4.9,1,,,"“Great food, good value and lovely...”",-37.805392,144.983377,,5.9
2850,Sojourn,4.9,1,,,“Beautifull Bolutique Gem in Melbourne's...”,-37.8161356,144.9600395,,5.9
2853,El Boqueron,4.9,1,Spanish,$$ - $$$,“Traditional Spanish Tapas”,-37.852113,144.994208,,5.9
2857,Engel's Cafe,4.9,1,,,“Good prices”,-37.8134032,144.9729413,,5.9
2585,Big Belly Burgers,4.6,2,"Fast Food, Diner",,"“I had chosen a spicy Melbourne Burger,...”",-37.886589,145.022212,Fast Food,11.2
2859,Bamboo Garden Noodle Bar & Chinese Takeaway,4.8,1,,,“Take away only”,-37.7819676,144.9157683,,5.8
2587,Lord of the Fries,4.6,2,"American, Fast Food",,“Best beyond meat burgers ever”,-41.1810481,146.3597327,American,11.2
2588,Amon Thai Kitchen,4.6,2,Thai,,“No”,-37.7661098,145.0199165,Thai,11.2
2589,Thyme to Eat Cafe,4.6,2,Cafe,,“Very poor burger”,-37.7681764,145.0018458,Caf�,11.2
